Level Date Low_Temp High_Temp
W [2024-08-07 07:31:46] dragon:491 36.12
E [2024-08-07 07:31:58] dragon:206 -87.43
I [2024-08-07 07:32:03] elemental:226 -3.61
E [2024-08-07 07:34:09] elemental:161 -88.45
I [2024-08-07 07:34:14] chimera:306 -79.73
I [2024-08-07 07:36:10] elemental:695 24.14
I [2024-08-07 07:37:32] elemental:673 7.74
W [2024-08-07 07:38:58] chimera:773 -38.46
I [2024-08-07 07:39:42] basilisk:96 88.3
E [2024-08-07 07:40:59] basilisk:967 89.94
I [2024-08-07 07:41:05] fairy:304 96.93
W [2024-08-07 07:41:54] fairy:764 -30.40
W [2024-08-07 07:46:14] chimera:679 29.67
I [2024-08-07 07:47:24] chimera:131 -53.46
E [2024-08-07 07:48:17] fairy:429 33.82
I [2024-08-07 07:50:41] dragon:865 -68.4
I [2024-08-07 07:51:26] dragon:716 37.48
E [2024-08-07 07:52:45] basilisk:200 92.81
W [2024-08-07 07:53:22] chimera:906 -35.3
I [2024-08-07 07:55:03] dragon:4 -41.93
I [2024-08-07 07:55:51] dragon:964 55.62
W [2024-08-07 07:55:53] dragon:735 -82.99
E [2024-08-07 07:56:01] chimera:600 -47.92
W [2024-08-07 07:57:29] chimera:923 24.87
W [2024-08-07 07:57:46] chimera:77 -20.80
I [2024-08-07 07:57:49] basilisk:347 -5.46
W [2024-08-07 07:57:53] dragon:482 -29.54
E [2024-08-07 07:58:02] chimera:95 -1.16
W [2024-08-07 07:58:27] fairy:252 96.41
W [2024-08-07 07:59:12] dragon:659 63.16
I [2024-08-07 08:00:18] elemental:254 75.21
I [2024-08-07 08:01:58] fairy:574 -19.10
E [2024-08-07 08:04:06] fairy:107 97.68
W [2024-08-07 08:07:53] basilisk:646 93.49
I [2024-08-07 08:08:43] elemental:544 6.56
I [2024-08-07 08:09:15] chimera:603 -66.31
I [2024-08-07 08:09:21] dragon:165 -38.57
E [2024-08-07 08:10:49] dragon:945 58.87
W [2024-08-07 08:11:55] basilisk:573 93.77
I [2024-08-07 08:12:13] dragon:907 -21.35
E [2024-08-07 08:12:34] basilisk:647 73.85
W [2024-08-07 08:13:12] chimera:719 -13.69
E [2024-08-07 08:14:42] chimera:741 41.91
W [2024-08-07 08:16:30] basilisk:265 2.25
I [2024-08-07 08:19:04] chimera:891 -13.63
I [2024-08-07 08:19:55] chimera:761 -8.71
W [2024-08-07 08:21:29] fairy:801 -73.49
I [2024-08-07 08:24:11] dragon:127 7.12
W [2024-08-07 08:26:17] dragon:574 -7.30
E [2024-08-07 08:31:03] basilisk:731 -31.53
E [2024-08-07 08:33:41] elemental:422 -9.80
I [2024-08-07 08:35:54] basilisk:423 -67.97
E [2024-08-07 08:39:23] dragon:905 -63.40
W [2024-08-07 08:39:41] chimera:421 -61.21
I [2024-08-07 08:40:45] chimera:215 45.71
W [2024-08-07 08:42:10] dragon:527 -27.32
I [2024-08-07 08:43:02] elemental:930 -53.38
E [2024-08-07 08:43:59] chimera:108 -38.43
W [2024-08-07 08:44:26] dragon:291 -49.61
E [2024-08-07 08:44:30] fairy:485 -51.9
I [2024-08-07 08:45:38] elemental:949 -59.36
E [2024-08-07 08:48:26] fairy:83 -75.87
E [2024-08-07 08:48:45] chimera:115 94.86
E [2024-08-07 08:49:33] fairy:641 39.71
E [2024-08-07 08:49:50] fairy:131 67.53
E [2024-08-07 08:50:43] elemental:620 -62.4
I [2024-08-07 08:52:59] elemental:658 75.39
E [2024-08-07 08:54:42] basilisk:871 -89.34
E [2024-08-07 08:55:29] chimera:159 38.96
E [2024-08-07 08:55:57] chimera:427 -81.61
W [2024-08-07 08:58:11] elemental:126 70.73
W [2024-08-07 09:00:41] dragon:366 43.87
W [2024-08-07 09:00:44] fairy:525 80.31
I [2024-08-07 09:02:05] dragon:344 -19.86
E [2024-08-07 09:04:39] fairy:73 41.20
I [2024-08-07 09:05:05] elemental:905 -77.55
I [2024-08-07 09:05:56] fairy:649 -29.53
I [2024-08-07 09:07:12] chimera:115 -43.50
E [2024-08-07 09:07:42] basilisk:551 -27.21
W [2024-08-07 09:09:42] basilisk:330 66.70
I [2024-08-07 09:10:17] chimera:742 -76.72
I [2024-08-07 09:16:10] dragon:603 -26.65
E [2024-08-07 09:19:20] dragon:911 81.98
W [2024-08-07 09:22:30] chimera:932 -10.92
W [2024-08-07 09:23:06] fairy:640 30.2
I [2024-08-07 09:23:24] chimera:864 -40.45
I [2024-08-07 09:24:06] dragon:436 -15.37
E [2024-08-07 09:24:41] basilisk:789 42.76
W [2024-08-07 09:27:47] elemental:465 47.19
I [2024-08-07 09:29:11] fairy:149 -97.76
E [2024-08-07 09:29:19] chimera:897 -21.18
W [2024-08-07 09:29:35] chimera:978 6.16
W [2024-08-07 09:29:58] dragon:541 2.22
W [2024-08-07 09:30:06] chimera:209 -91.31
W [2024-08-07 09:30:13] fairy:184 -99.16
E [2024-08-07 09:31:29] chimera:987 42.76
I [2024-08-07 09:31:30] elemental:338 80.18
W [2024-08-07 09:33:52] basilisk:502 22.35
I [2024-08-07 09:36:23] fairy:149 85.46
E [2024-08-07 09:37:33] basilisk:757 52.44
W [2024-08-07 09:37:34] elemental:940 45.41
I [2024-08-07 09:38:35] basilisk:488 36.67
I [2024-08-07 09:40:18] basilisk:571 1.80
W [2024-08-07 09:44:12] chimera:992 0.16
I [2024-08-07 09:46:32] fairy:406 -34.23
I [2024-08-07 09:48:00] basilisk:856 52.4
E [2024-08-07 09:48:45] elemental:22 -91.49
W [2024-08-07 09:49:14] chimera:532 39.26
E [2024-08-07 09:52:41] basilisk:472 0.1
W [2024-08-07 09:53:08] fairy:590 -94.27
I [2024-08-07 09:53:34] chimera:686 -62.32
E [2024-08-07 09:54:16] dragon:960 33.15
I [2024-08-07 09:55:14] dragon:973 -28.58
I [2024-08-07 09:55:31] fairy:762 -67.8
W [2024-08-07 09:55:51] elemental:736 42.12
I [2024-08-07 09:57:01] fairy:370 52.64
I [2024-08-07 09:57:30] chimera:761 80.41
W [2024-08-07 09:58:16] basilisk:894 11.22
E [2024-08-07 09:58:25] dragon:376 75.54
E [2024-08-07 09:58:38] elemental:722 -10.40
E [2024-08-07 09:58:59] elemental:470 38.30
E [2024-08-07 10:02:54] dragon:560 -27.24
E [2024-08-07 10:03:19] fairy:501 -82.58
W [2024-08-07 10:03:34] chimera:805 -61.33
W [2024-08-07 10:05:14] fairy:429 44.55
I [2024-08-07 10:07:19] elemental:508 -35.61
W [2024-08-07 10:09:14] elemental:779 -100.57
I [2024-08-07 10:11:35] chimera:289 73.41
I [2024-08-07 10:11:43] fairy:342 -44.46
I [2024-08-07 10:12:42] basilisk:132 21.50
E [2024-08-07 10:15:29] basilisk:633 -18.44
W [2024-08-07 10:15:49] chimera:836 -80.66
E [2024-08-07 10:20:13] dragon:122 -8.31
E [2024-08-07 10:21:16] fairy:589 71.34
I [2024-08-07 10:22:25] basilisk:610 -63.60
W [2024-08-07 10:28:01] basilisk:965 -27.90
W [2024-08-07 10:28:53] dragon:669 1.16
E [2024-08-07 10:29:37] dragon:981 40.67
I [2024-08-07 10:30:00] elemental:698 6.66
I [2024-08-07 10:30:48] fairy:480 100.97
W [2024-08-07 10:34:06] chimera:870 -6.20
W [2024-08-07 10:35:07] chimera:701 45.43
E [2024-08-07 10:35:38] chimera:869 -88.34
E [2024-08-07 10:37:11] chimera:326 -27.55
I [2024-08-07 10:37:21] elemental:881 89.6
E [2024-08-07 10:39:33] basilisk:524 28.71
W [2024-08-07 10:40:02] basilisk:752 -13.80
W [2024-08-07 10:40:28] elemental:608 -82.72
W [2024-08-07 10:42:10] basilisk:169 86.58
E [2024-08-07 10:45:27] chimera:920 -77.78
E [2024-08-07 10:46:18] elemental:577 -58.57
W [2024-08-07 10:46:43] fairy:201 51.51
I [2024-08-07 10:51:44] elemental:514 -88.57
W [2024-08-07 10:53:46] basilisk:116 77.13
E [2024-08-07 10:55:32] fairy:723 67.14
W [2024-08-07 10:56:18] dragon:429 10.16
I [2024-08-07 10:58:02] dragon:847 96.31
W [2024-08-07 10:58:07] elemental:911 22.96
W [2024-08-07 10:58:20] basilisk:532 -3.61
W [2024-08-07 10:59:50] fairy:32 -44.18
E [2024-08-07 11:00:34] elemental:197 37.60
I [2024-08-07 11:02:52] chimera:631 -89.35
E [2024-08-07 11:02:54] fairy:820 25.43
E [2024-08-07 11:03:11] chimera:61 49.52
E [2024-08-07 11:06:22] basilisk:220 96.40
W [2024-08-07 11:06:53] basilisk:211 -28.35
E [2024-08-07 11:07:19] basilisk:432 -55.82
E [2024-08-07 11:07:28] chimera:187 66.29
W [2024-08-07 11:10:32] dragon:384 83.87
W [2024-08-07 11:13:01] dragon:127 -1.62
W [2024-08-07 11:13:29] dragon:501 89.21
W [2024-08-07 11:13:32] chimera:13 -48.86
E [2024-08-07 11:14:44] chimera:535 -58.60
E [2024-08-07 11:20:11] basilisk:510 74.16
E [2024-08-07 11:20:20] fairy:704 -97.69
W [2024-08-07 11:24:51] basilisk:616 -51.43
E [2024-08-07 11:26:00] chimera:512 -27.12
E [2024-08-07 11:26:30] basilisk:421 -37.77
I [2024-08-07 11:27:17] basilisk:103 -99.29
E [2024-08-07 11:30:23] elemental:522 18.39
E [2024-08-07 11:32:01] elemental:583 -7.80
E [2024-08-07 11:32:41] elemental:268 -6.75
E [2024-08-07 11:32:58] basilisk:243 47.33
I [2024-08-07 11:34:15] elemental:408 96.30
I [2024-08-07 11:37:05] fairy:920 -34.46
I [2024-08-07 11:37:57] fairy:519 -41.92
W [2024-08-07 11:41:19] chimera:684 14.27
E [2024-08-07 11:41:58] chimera:682 -83.6
I [2024-08-07 11:44:20] elemental:828 48.11
I [2024-08-07 11:45:46] dragon:764 16.77
W [2024-08-07 11:46:26] elemental:405 53.96
I [2024-08-07 11:46:48] elemental:743 -74.13
W [2024-08-07 11:48:12] basilisk:258 -38.98
W [2024-08-07 11:48:18] elemental:554 -31.87
I [2024-08-07 11:49:51] chimera:800 1.56
I [2024-08-07 11:50:58] basilisk:857 6.55
I [2024-08-07 11:52:04] dragon:726 -76.4
W [2024-08-07 11:52:11] basilisk:858 28.63
I [2024-08-07 11:54:01] chimera:830 94.31
I [2024-08-07 11:54:23] elemental:196 -77.38
W [2024-08-07 11:56:15] elemental:711 -15.51
E [2024-08-07 12:00:03] fairy:849 66.96
W [2024-08-07 12:03:05] chimera:169 -20.39
E [2024-08-07 12:03:46] basilisk:125 -35.2
W [2024-08-07 12:03:56] basilisk:31 21.4
I [2024-08-07 12:05:47] basilisk:335 -94.48
E [2024-08-07 12:06:03] basilisk:951 -95.99
W [2024-08-07 12:08:10] basilisk:263 96.59
W [2024-08-07 12:09:32] elemental:37 59.62
E [2024-08-07 12:09:39] chimera:194 -39.74
W [2024-08-07 12:10:06] chimera:780 -37.12
E [2024-08-07 12:10:10] fairy:460 -77.78
E [2024-08-07 12:10:21] basilisk:237 -84.8
I [2024-08-07 12:13:10] fairy:967 33.1
E [2024-08-07 12:15:01] basilisk:713 36.80
W [2024-08-07 12:18:40] fairy:155 -30.33
I [2024-08-07 12:19:19] fairy:774 19.32
I [2024-08-07 12:21:50] fairy:438 62.66
E [2024-08-07 12:24:52] elemental:856 -57.87
E [2024-08-07 12:25:42] basilisk:404 -37.51
I [2024-08-07 12:26:05] elemental:826 65.23
E [2024-08-07 12:26:16] elemental:721 63.79
E [2024-08-07 12:26:27] dragon:549 -14.25
W [2024-08-07 12:26:32] fairy:789 80.1
W [2024-08-07 12:27:00] dragon:512 58.45
I [2024-08-07 12:30:12] elemental:611 -58.43
W [2024-08-07 12:31:25] chimera:597 48.39
I [2024-08-07 12:31:28] dragon:546 91.84
E [2024-08-07 12:32:45] dragon:864 -11.84
W [2024-08-07 12:34:01] elemental:6 73.59
W [2024-08-07 12:34:04] basilisk:583 -97.71
I [2024-08-07 12:36:10] chimera:85 -19.64
I [2024-08-07 12:44:07] elemental:832 -32.61
W [2024-08-07 12:46:26] chimera:333 60.7
E [2024-08-07 12:46:33] basilisk:504 -92.44
E [2024-08-07 12:49:04] chimera:213 92.53
I [2024-08-07 12:49:11] basilisk:893 36.47
E [2024-08-07 12:51:17] fairy:511 45.31
I [2024-08-07 12:51:33] chimera:618 -94.78
I [2024-08-07 12:51:39] basilisk:944 28.68
E [2024-08-07 12:54:34] elemental:618 -22.42
I [2024-08-07 12:55:38] chimera:656 -24.3
E [2024-08-07 12:56:05] fairy:499 41.76
E [2024-08-07 12:56:41] fairy:765 76.90
E [2024-08-07 12:57:03] dragon:457 66.12
I [2024-08-07 13:00:16] basilisk:592 31.22
I [2024-08-07 13:03:16] basilisk:522 -36.30
W [2024-08-07 13:03:18] elemental:269 -28.25
E [2024-08-07 13:05:48] basilisk:369 -85.18
E [2024-08-07 13:06:49] basilisk:162 -37.46
I [2024-08-07 13:07:14] dragon:612 18.80
I [2024-08-07 13:07:45] fairy:916 99.72
W [2024-08-07 13:09:48] dragon:247 89.57
I [2024-08-07 13:13:00] dragon:938 51.32
E [2024-08-07 13:13:22] elemental:992 39.17
E [2024-08-07 13:13:49] basilisk:25 -2.1
I [2024-08-07 13:14:33] basilisk:75 33.62
I [2024-08-07 13:14:35] fairy:147 -8.95
W [2024-08-07 13:14:51] basilisk:331 46.90
W [2024-08-07 13:19:25] chimera:127 81.79
I [2024-08-07 13:19:26] basilisk:899 22.0
E [2024-08-07 13:20:58] fairy:883 92.24
I [2024-08-07 13:21:03] chimera:181 -70.57
E [2024-08-07 13:21:15] dragon:110 -7.43
E [2024-08-07 13:22:13] fairy:958 94.35
I [2024-08-07 13:22:13] chimera:363 5.32
E [2024-08-07 13:23:16] fairy:864 38.58
W [2024-08-07 13:23:38] chimera:557 -64.98
E [2024-08-07 13:23:52] chimera:56 -70.94
I [2024-08-07 13:24:47] basilisk:534 -83.25
I [2024-08-07 13:27:29] fairy:163 58.5
W [2024-08-07 13:29:49] basilisk:154 -20.81
E [2024-08-07 13:30:17] elemental:16 78.13
W [2024-08-07 13:30:29] fairy:628 88.59
I [2024-08-07 13:31:13] dragon:193 40.99
E [2024-08-07 13:31:33] basilisk:417 50.70
I [2024-08-07 13:36:11] dragon:860 81.40
E [2024-08-07 13:36:53] fairy:118 -15.59
W [2024-08-07 13:37:12] basilisk:363 -94.78
W [2024-08-07 13:37:20] fairy:607 -93.46
E [2024-08-07 13:42:13] dragon:362 2.56
E [2024-08-07 13:42:18] chimera:70 86.52
E [2024-08-07 13:45:02] fairy:92 -94.77
E [2024-08-07 13:47:10] dragon:470 -57.52
E [2024-08-07 13:47:47] fairy:530 8.1
E [2024-08-07 13:51:40] fairy:225 18.4
E [2024-08-07 13:52:28] dragon:658 -6.0
I [2024-08-07 13:53:58] dragon:99 23.98
W [2024-08-07 13:54:35] chimera:936 18.54
W [2024-08-07 13:55:50] elemental:389 -61.61
I [2024-08-07 13:56:00] fairy:511 -94.41
W [2024-08-07 13:57:38] elemental:16 16.53
E [2024-08-07 13:58:07] fairy:257 78.39
E [2024-08-07 14:03:52] basilisk:277 -1.79
E [2024-08-07 14:05:10] basilisk:907 -35.21
W [2024-08-07 14:08:31] chimera:93 -85.32
E [2024-08-07 14:09:02] chimera:317 54.49
E [2024-08-07 14:09:15] dragon:976 -37.70
E [2024-08-07 14:10:03] chimera:982 9.0
I [2024-08-07 14:10:18] elemental:896 62.18
I [2024-08-07 14:10:26] elemental:272 20.17
E [2024-08-07 14:11:37] fairy:654 3.96
W [2024-08-07 14:14:41] elemental:662 -36.43
I [2024-08-07 14:14:47] dragon:190 86.35
E [2024-08-07 14:16:04] basilisk:328 -13.42
I [2024-08-07 14:16:22] fairy:738 61.70
I [2024-08-07 14:19:01] fairy:775 -6.86
E [2024-08-07 14:20:29] chimera:616 58.63
W [2024-08-07 14:23:40] dragon:578 -99.76
I [2024-08-07 14:24:27] fairy:794 -75.19
E [2024-08-07 14:24:35] chimera:429 -62.80
E [2024-08-07 14:24:55] basilisk:752 -13.55
I [2024-08-07 14:25:54] elemental:724 -93.89
I [2024-08-07 14:26:07] elemental:278 93.93
W [2024-08-07 14:27:07] fairy:183 -31.54
E [2024-08-07 14:29:20] fairy:73 -67.51
E [2024-08-07 14:31:11] dragon:544 -59.46
I [2024-08-07 14:32:41] elemental:794 -9.84
E [2024-08-07 14:33:04] basilisk:184 39.70
E [2024-08-07 14:34:11] fairy:603 -22.71
E [2024-08-07 14:37:34] chimera:643 -2.5
I [2024-08-07 14:37:36] dragon:499 -72.61
I [2024-08-07 14:37:40] chimera:482 58.88
E [2024-08-07 14:38:40] fairy:921 32.72
W [2024-08-07 14:39:45] basilisk:394 -100.50
W [2024-08-07 14:45:12] basilisk:404 72.75
W [2024-08-07 14:45:52] chimera:340 -24.49
I [2024-08-07 14:48:50] fairy:634 -68.77
I [2024-08-07 14:50:46] dragon:673 -38.56
I [2024-08-07 14:51:02] elemental:839 -32.93
I [2024-08-07 14:53:43] basilisk:974 15.60
W [2024-08-07 14:56:35] elemental:128 86.24
W [2024-08-07 14:57:50] basilisk:90 10.23
I [2024-08-07 14:58:17] dragon:865 -15.4
W [2024-08-07 14:58:57] elemental:420 70.40
E [2024-08-07 14:59:56] fairy:721 2.18
E [2024-08-07 15:01:12] basilisk:349 -31.11
I [2024-08-07 15:03:54] chimera:657 42.96
I [2024-08-07 15:04:09] chimera:571 -81.28
E [2024-08-07 15:05:17] elemental:203 9.56
W [2024-08-07 15:07:30] basilisk:336 47.15
I [2024-08-07 15:11:36] basilisk:771 -66.4
W [2024-08-07 15:12:36] dragon:66 -62.74
W [2024-08-07 15:12:49] basilisk:985 68.28
W [2024-08-07 15:14:23] fairy:47 66.68
I [2024-08-07 15:14:46] fairy:327 48.13
I [2024-08-07 15:15:33] basilisk:92 79.76
I [2024-08-07 15:18:27] dragon:191 -19.43
I [2024-08-07 15:21:44] fairy:418 42.30
W [2024-08-07 15:22:21] elemental:767 76.44
I [2024-08-07 15:25:25] dragon:517 -68.34
E [2024-08-07 15:29:44] basilisk:715 -34.3
W [2024-08-07 15:34:29] basilisk:724 -93.99
I [2024-08-07 15:35:44] elemental:395 -68.84
W [2024-08-07 15:36:55] chimera:719 44.22
E [2024-08-07 15:37:29] basilisk:165 9.19
W [2024-08-07 15:37:50] fairy:798 90.55
W [2024-08-07 15:40:36] fairy:304 -79.55
W [2024-08-07 15:42:22] elemental:955 -3.15
E [2024-08-07 15:43:11] basilisk:415 -40.38
W [2024-08-07 15:44:13] basilisk:517 22.76
W [2024-08-07 15:49:43] elemental:641 56.74
E [2024-08-07 15:53:02] chimera:631 -33.16
I [2024-08-07 15:55:56] chimera:186 -33.15
I [2024-08-07 15:58:18] basilisk:224 28.61
I [2024-08-07 15:59:36] dragon:154 53.74
I [2024-08-07 16:04:33] elemental:906 -88.81
W [2024-08-07 16:05:10] elemental:173 1.74
I [2024-08-07 16:06:56] basilisk:207 28.67
I [2024-08-07 16:07:24] dragon:849 50.72
E [2024-08-07 16:11:11] chimera:410 -100.75
